,Title,Match Title,Score
14271744,bicicleta south legend 21v aro 29 pt/az/lrj brilho,bicicleta south legend 21v aro 29 pt/lrj brilho,0.9252328036069152
37457582,tênis under armour charged celerity feminino branco rosa,tênis feminino esportivo charged celerity under armour rosa,0.9250043317888078
21055993,tênis feminino esportivo charged celerity under armour rosa,tênis under armour charged celerity feminino branco rosa,0.9250043317888078
22849397,tênis asics gel dedicate 6 clay masculino,tênis asics gel dedicate 6 clay- preto branco,0.9248337302657648
35331726,tênis asics gel dedicate 6 clay- preto branco,tênis asics gel dedicate 6 clay masculino,0.9248337302657648
17916679,tenis adidas casual masculino advantage base preto,tênis adidas advantage base preto,0.9235420078396523
21360859,tênis adidas advantage base preto,tenis adidas casual masculino advantage base preto,0.9235420078396523
34473901,tênis new balance fresh foam roav original masculino,tênis new balance fresh foam roav corrida feminino,0.9234330134132163
38850443,tênis new balance fresh foam roav corrida feminino,tênis new balance fresh foam roav original masculino,0.9234330134132163
2673916,tênis feminino mizuno mirai 3,tênis mizuno infantil mirai,0.92262145716738
20710231,tênis mizuno infantil mirai,tênis feminino mizuno mirai 3,0.92262145716738
27836561,tênis masculino olympikus index 767 azul/preto,tênis masculino olympikus index 767,0.9223407313370311
21073192,tênis masculino olympikus index 767,tênis masculino olympikus index 767 azul/preto,0.9223407313370311
26590064,tênis feminino olympikus flit 259,tênis feminino olympikus ref.259 flit,0.9220843670698589
35764169,tênis feminino olympikus ref.259 flit,tênis feminino olympikus flit 259,0.9220843670698589
3387578,bicicleta aro 26 tuff preto 21v freio disco aros branco,bicicleta aro 26 tuff laranja 21v freio disco aros preto,0.9215201349407801
19865984,bicicleta aro 26 tuff laranja 21v freio disco aros preto,bicicleta aro 26 tuff preto 21v freio disco aros branco,0.9215201349407801
4674412,bicicleta a29 ksw xlt 21v disco vermelho preto 17,bicicleta a29 ksw xlt 21v disco preto verde 17,0.9208936968726804
44591707,bicicleta a29 ksw xlt 21v disco preto verde 17,bicicleta a29 ksw xlt 21v disco vermelho preto 17,0.9208936968726804
3725769,tênis masculino feminino corrida,tênis masculino corrida,0.92075128529551
13707348,tênis masculino corrida,tênis masculino feminino corrida,0.92075128529551
10419812,tênis esportivo casual feminino academia corrida,tênis masculino casual esportivo corrida academia,0.9204260114365942
13382768,tênis masculino casual esportivo corrida academia,tênis esportivo casual feminino academia corrida,0.9204260114365942
6300906,tenis infantil masculino cadarço molekinho menino,tênis infantil molekinho s/ cadarço menino,0.9199026015975004
3717269,tênis infantil molekinho s/ cadarço menino,tenis infantil masculino cadarço molekinho menino,0.9199026015975004
29725820,tênis masculino under armour charged stamen,tênis under armour charged stamen rosa feminino,0.9196737888950831
10262610,tênis under armour charged stamen rosa feminino,tênis masculino under armour charged stamen,0.9196737888950831
32553628,tenis infantil tênis infantil feminino brinde bolsa escola,tenis infantil tênis feminino promoção brinde bolsa c escola,0.9188174821887339
10935969,tenis infantil tênis feminino promoção brinde bolsa c escola,tenis infantil tênis infantil feminino brinde bolsa escola,0.9188174821887339
6552321,tênis masculino corrida filum racer silva,tênis filum racer silva feminino corrida caminhada,0.9186723678222498
33943238,tênis filum racer silva feminino corrida caminhada,tênis masculino corrida filum racer silva,0.9186723678222498
32121140,tênis asics gel resolution 8 clay masculino saibro,tênis asics gel resolution 8 clay feminino saibro- 2021,0.9180125038935248
34942052,tênis asics gel resolution 8 clay feminino saibro- 2021,tênis asics gel resolution 8 clay masculino saibro,0.9180125038935248
4189437,sapatênis masculino couro legítimo ranster confortável gel,sapatênis masculino confortável couro legítimo ranster,0.9173647975917296
16330207,sapatênis masculino confortável couro legítimo ranster,sapatênis masculino couro legítimo ranster confortável gel,0.9173647975917296
17413014,tênis olympikus kiss 2 feminino,tênis olympikus kiss 2 preto,0.9173314344933221
10639478,tênis olympikus kiss 2 preto,tênis olympikus kiss 2 feminino,0.9173314344933221
17186644,tenis casual beira rio conforto sapatenis feminino,tênis feminino beira rio conforto sapatenis casual original,0.91727118612146
37799371,tênis feminino beira rio conforto sapatenis casual original,tenis casual beira rio conforto sapatenis feminino,0.91727118612146
21743221,tênis filum iconic esportivo masculino preto,tênis filum iconic esportivo masculino original,0.917143456163304
31563384,tênis filum iconic esportivo masculino original,tênis filum iconic esportivo masculino preto,0.917143456163304
8695212,tenis all star chuck taylor prata serie limitada,tenis all star chuck taylor lilas prata serie limitada,0.9170190541551747
41134729,tenis all star chuck taylor lilas prata serie limitada,tenis all star chuck taylor prata serie limitada,0.9170190541551747
30365638,tenis dg g3 porto black deg branco unissex ouro,tenis dg g3 porto black deg branco unissex,0.9168347191367108
28660555,tenis dg g3 porto black deg branco unissex,tenis dg g3 porto black deg branco unissex ouro,0.9168347191367108
43086607,tênis feminino preto sola plataforma estilo conga sola alta,tênis feminino bege sola plataforma estilo conga sola alta,0.9168117011411355
38090440,tênis feminino bege sola plataforma estilo conga sola alta,tênis feminino preto sola plataforma estilo conga sola alta,0.9168117011411355
10314023,combo 4 pares tênis feminino esportivo academia caminhada,tênis esportivo kit 2 pares academia caminhada combo,0.9167220555351844
21234892,tênis esportivo kit 2 pares academia caminhada combo,combo 4 pares tênis feminino esportivo academia caminhada,0.9167220555351844
36512271,tênis plataforma feminino couro nobuck nude preto,tênis chunky plataforma feminino couro nobuck nude preto,0.9166889661894329
40512337,tênis chunky plataforma feminino couro nobuck nude preto,tênis plataforma feminino couro nobuck nude preto,0.9166889661894329
34512536,tênis feminino activitta tecido confortável,tênis feminino activitta tecido,0.9165295441628412
29788381,tênis feminino activitta tecido,tênis feminino activitta tecido confortável,0.9165295441628412
19489741,tênis masculino infantil patrulha canina led,tênis masculino infantil led patrulha canina tênis meia,0.9165147938069375
32046573,tênis masculino infantil led patrulha canina tênis meia,tênis masculino infantil patrulha canina led,0.9165147938069375
1452632,tênis feminino salto plataforma lindo lançamento promoção,tênis feminino casual salto plataforma lindo lançamento,0.9164018968284985
32380047,tênis feminino casual salto plataforma lindo lançamento,tênis feminino salto plataforma lindo lançamento promoção,0.9164018968284985
4529795,tênis anvil la dc shoe,tênis dc shoe anvil la masculino verde,0.9157021478281345
17992938,tênis dc shoe anvil la masculino verde,tênis anvil la dc shoe,0.9157021478281345
19977441,tênis olympikus vetor feminino pronta entrega,tênis olympikus vetor marinho pronta entrega,0.9137475391035876
24931313,tênis olympikus vetor marinho pronta entrega,tênis olympikus vetor feminino pronta entrega,0.9137475391035876
11367507,tenis skechers max cushioning premier feminino,tênis skechers max cushioning premier masculino masculino,0.9135019307292754
36196469,tênis skechers max cushioning premier masculino masculino,tenis skechers max cushioning premier feminino,0.9135019307292754
19313350,tênis skate mad rat old school original,tênis skate mad rat old school vinho original,0.9129909581771253
901609,tênis skate mad rat old school vinho original,tênis skate mad rat old school original,0.9129909581771253
34967821,tênis basquete,tenis basquete,0.9127379117512607
14503877,tenis basquete,tênis basquete,0.9127379117512607
3029864,tenis dg sorrento g1 preto unissex shoe,tenis dg sorrento g1 liso preto unissex shoe,0.9115793554925881
18281868,tenis dg sorrento g1 liso preto unissex shoe,tenis dg sorrento g1 preto unissex shoe,0.9115793554925881
33239845,tenis preto casual vizzano,tênis vizzano casual preto,0.9114809645585319
5088884,tênis vizzano casual preto,tenis preto casual vizzano,0.9114809645585319
26886868,sapatênis tênis masculino casual confortável promoção,sapatênis feminino tênis casual confortável promoção,0.9113946088783181
19293755,sapatênis feminino tênis casual confortável promoção,sapatênis tênis masculino casual confortável promoção,0.9113946088783181
43612095,tênis klin flyer,tênis klin infantil flyer preto,0.9109548560114477
29286771,tênis klin infantil flyer preto,tênis klin flyer,0.9109548560114477
11712287,tênis olympikus candy feminino,tênis olympikus candy feminino azul,0.9104328761428505
28149254,tênis olympikus candy feminino azul,tênis olympikus candy feminino,0.9104328761428505
1184553,tênis pampili sneaker luz preto,tênis pampili infantil sneaker luz,0.910153336070693
22291189,tênis pampili infantil sneaker luz,tênis pampili sneaker luz preto,0.910153336070693
26559254,bicicleta amarela menina infantil big fat ultra bike,bicicleta amarela feminina infantil big fat ultra bike,0.9091437022863738
4289203,bicicleta amarela feminina infantil big fat ultra bike,bicicleta amarela menina infantil big fat ultra bike,0.9091437022863738
9984794,tênis esportivo feminino asics gel-kihai 2,tênis asics gel-kihai 2,0.9088807211538978
28181569,tênis asics gel-kihai 2,tênis esportivo feminino asics gel-kihai 2,0.9088807211538978
43506486,tênis coca-cola blend leather preto vermelho,tênis coca-cola feminino blend leather,0.9083816145573015
24360063,tênis coca-cola feminino blend leather,tênis coca-cola blend leather preto vermelho,0.9083816145573015
42780635,sapatênis masculino casual conforto dia dia,kit 3 pares sapatênis masculino casual conforto dia dia,0.9080536963133921
43734760,kit 3 pares sapatênis masculino casual conforto dia dia,sapatênis masculino casual conforto dia dia,0.9080536963133921
18246021,tenis olympikus fourty,tênis olympikus fourty masculino,0.9079691158936645
14737769,tênis olympikus fourty masculino,tenis olympikus fourty,0.9079691158936645
37218091,tênis chunky dad feminino blogueirinha casual sapatore preto,tênis chunky dad feminino blogueirinha casual sapatore nude,0.907632386572872
43298926,tênis chunky dad feminino blogueirinha casual sapatore nude,tênis chunky dad feminino blogueirinha casual sapatore preto,0.907632386572872
31935319,tênis dolce gabbana couro masculino envio imediato,tênis dolce gabbana lançamento masculino envio imediato,0.907426824295113
33708636,tênis dolce gabbana lançamento masculino envio imediato,tênis dolce gabbana couro masculino envio imediato,0.907426824295113
680148,tênis masculino esportivo olympikus oferta black friday,tênis esportivo feminino olympikus slip oferta black friday,0.9068403431898852
38873785,tênis esportivo feminino olympikus slip oferta black friday,tênis masculino esportivo olympikus oferta black friday,0.9068403431898852
32937067,tênis hock galactica grafite,tênis hock galactica grafite/white,0.9064146191292379
19503183,tênis hock galactica grafite/white,tênis hock galactica grafite,0.9064146191292379
28414163,tenis masculino mizuno dynasty 3 academia corrida original,tênis mizuno dynasty 3 original masculino corrida,0.9060791569863339
22247229,tênis mizuno dynasty 3 original masculino corrida,tenis masculino mizuno dynasty 3 academia corrida original,0.9060791569863339
28373080,tenis asics gel flux,tênis asics gel flux 4 feminino original,0.9060507595220294
26199845,tênis asics gel flux 4 feminino original,tenis asics gel flux,0.9060507595220294
36175603,tênis coca-cola preto couro blend leather original,tênis coca-cola feminino blend leather,0.9059687405586554
24360064,tênis coca-cola feminino blend leather,tênis coca-cola preto couro blend leather original,0.9059687405586554
36876733,bicicleta sense criterium race 2020,bicicleta sense criterium race,0.9059459330128175
40797911,bicicleta sense criterium race,bicicleta sense criterium race 2020,0.9059459330128175
23135757,sapatilha bike mattos ttr ii vermelha pedal shimano m520,sapatilha mattos ttr ii vermelha pedal shimano m520 promo,0.9057079484759839
29608082,sapatilha mattos ttr ii vermelha pedal shimano m520 promo,sapatilha bike mattos ttr ii vermelha pedal shimano m520,0.9057079484759839
25788444,tênis santa lolla knit rosa,tênis santa lolla knit preto,0.9054486719002247
30734846,tênis santa lolla knit preto,tênis santa lolla knit rosa,0.9054486719002247
34731273,tênis masculino feminino qix skate couro allan mesquita,tenis masculino qix skate couro camurça allan mesquita,0.9052703897654382
42010101,tenis masculino qix skate couro camurça allan mesquita,tênis masculino feminino qix skate couro allan mesquita,0.9052703897654382
6025423,tênis filum disruptor ii premium feminino,tênis filum disruptor ii premium feminino 39,0.9046588627925918
13669495,tênis filum disruptor ii premium feminino 39,tênis filum disruptor ii premium feminino,0.9046588627925918
42717971,tênis filum recovery feminino preto,tênis filum recovery feminino original,0.9044572163462907
35657332,tênis filum recovery feminino original,tênis filum recovery feminino preto,0.9044572163462907
29137079,tênis infantil feminino dourado,tênis dourado feminino,0.9040795177552108
15980985,tênis dourado feminino,tênis infantil feminino dourado,0.9040795177552108
12231081,tenis dg sorrento g1 amarelo unissex stylo,tenis dg sorrento g1 branco unissex stylo,0.9040478410647853
28969367,tenis dg sorrento g1 branco unissex stylo,tenis dg sorrento g1 amarelo unissex stylo,0.9040478410647853
33487339,tênis olympikus reação feminino,tênis olympikus reação esportivo feminino,0.9026252883480439
30183161,tênis olympikus reação esportivo feminino,tênis olympikus reação feminino,0.9026252883480439
33029658,tênis coca cola daytona feminino branco,tênis coca cola casual feminino masculino daytona,0.9024918781165407
28827825,tênis coca cola casual feminino masculino daytona,tênis coca cola daytona feminino branco,0.9024918781165407
16975230,tênis slip on feminino via marte 21-11303 branco,slip on feminino via marte oferta 21-11303,0.9023432264072413
44767988,slip on feminino via marte oferta 21-11303,tênis slip on feminino via marte 21-11303 branco,0.9023432264072413
35403451,tênis olympikus masculino linear preto dourado 795,tenis olympikus running masculino linear 795 preto/dourado,0.9021937618654277
9381618,tenis olympikus running masculino linear 795 preto/dourado,tênis olympikus masculino linear preto dourado 795,0.9021937618654277
5003811,sapatênis casual masculino zabath ziper vermelho,sapatênis casual masculino zabath ziper preto,0.9019925883844953
6712743,sapatênis casual masculino zabath ziper preto,sapatênis casual masculino zabath ziper vermelho,0.9019925883844953
44208151,tênis zariff infantil casual,tênis masculino zariff casual,0.900993048797607
13145648,tênis masculino zariff casual,tênis zariff infantil casual,0.900993048797607
26098183,tênis infantil menina gliter,tênis casual menina gliter,0.900979746321592
39276533,tênis casual menina gliter,tênis infantil menina gliter,0.900979746321592
25769378,tênis calce facil adrun flex power ortopédico solado leve mt,tênis calce facil adrun flex power ortopédico solado leve,0.9009026173253707
36209626,tênis calce facil adrun flex power ortopédico solado leve,tênis calce facil adrun flex power ortopédico solado leve mt,0.9009026173253707
26764223,tênis fly masculino neoprene extra leve estilo meia,tênis masculino neoprene estilo meia extra leve,0.900812627950349
22013858,tênis masculino neoprene estilo meia extra leve,tênis fly masculino neoprene extra leve estilo meia,0.900812627950349
32755250,tênis adidas grand court base masculino casual,tenis adidas grand court base feminino original,0.9007073888648109
3850297,tenis adidas grand court base feminino original,tênis adidas grand court base masculino casual,0.9007073888648109
12047362,bicicleta mtb kls free gold aro 26 freio v-brake feminina,bicicleta 26 kls free gold freio v-brake,0.9006970387443518
4480091,bicicleta 26 kls free gold freio v-brake,bicicleta mtb kls free gold aro 26 freio v-brake feminina,0.9006970387443518
27189171,tênis esportivo masculino mizuno wave eagle 2,tênis mizuno wave eagle,0.9001001940403298
23155490,tênis mizuno wave eagle,tênis esportivo masculino mizuno wave eagle 2,0.9001001940403298
10506365,mizuno wave prophecy 9,tênis mizuno wave prophecy x feminino branco,0.8999792047963493
5474877,tênis mizuno wave prophecy x feminino branco,mizuno wave prophecy 9,0.8999792047963493
43506487,tênis coca-cola blend leather preto vermelho,tênis coca-cola feminino blend leather couro preto,0.8998841832240655
11416589,tênis coca-cola feminino blend leather couro preto,tênis coca-cola blend leather preto vermelho,0.8998841832240655
31948746,tênis meia lycra azul dinossauros molekinho,tênis meia antiderrapante lycra azul dinossauros molekinho,0.8995753402391605
18162786,tênis meia antiderrapante lycra azul dinossauros molekinho,tênis meia lycra azul dinossauros molekinho,0.8995753402391605
20705920,kit 2 pares tenis/bota infantil masculino sapatenis menino,kit 2 pares tenis casual bota infantil masculino menino,0.8993784029966639
7742562,kit 2 pares tenis casual bota infantil masculino menino,kit 2 pares tenis/bota infantil masculino sapatenis menino,0.8993784029966639
28844211,tênis via marte chunky,tênis chunky feminino via marte branco,0.8990547106020277
30101673,tênis chunky feminino via marte branco,tênis via marte chunky,0.8990547106020277
11994072,sapatênis slip on couro bovino nobuck café forro couro,sapatênis slip on couro bovino nobuck azul forro couro,0.8987830585968842
3900713,sapatênis slip on couro bovino nobuck azul forro couro,sapatênis slip on couro bovino nobuck café forro couro,0.8987830585968842
41741157,tenis infantil tênis feminino promoção brinde bolsa c tênis,tenis infantil tênis feminino promoção brinde bolsa u barato,0.8982200065481004
15000797,tenis infantil tênis feminino promoção brinde bolsa u barato,tenis infantil tênis feminino promoção brinde bolsa c tênis,0.8982200065481004
34609244,tênis lança perfume,tênis lança perfume sneaker preto,0.8982157064436143
10871240,tênis lança perfume sneaker preto,tênis lança perfume,0.8982157064436143
1245882,tenis olympikus glam feminino original,tenis olympikus glam feminino marinho original,0.8981306868820125
35279031,tenis olympikus glam feminino marinho original,tenis olympikus glam feminino original,0.8981306868820125
42383458,tênis usthemp volare temático chow-chow preto,tênis usthemp clash temático chow-chow preto,0.8971842722743998
36713335,tênis usthemp clash temático chow-chow preto,tênis usthemp volare temático chow-chow preto,0.8971842722743998
32014136,sapatilha shimano mtb sh-xc501 feminina azul,sapatilha mtb shimano sh-xc501,0.8971613149868505
20697151,sapatilha mtb shimano sh-xc501,sapatilha shimano mtb sh-xc501 feminina azul,0.8971613149868505
29822315,tenis pro x masculino wave prophecy x pro 10 importado,tênis masculino wave prophecy x pro x pro 10,0.8966226894923603
25573597,tênis masculino wave prophecy x pro x pro 10,tenis pro x masculino wave prophecy x pro 10 importado,0.8966226894923603
19703392,bicicleta infantil nathor aro 12 charm,bicicleta infantil bike menina aro 12 charm nathor,0.8962657477898328
24316325,bicicleta infantil bike menina aro 12 charm nathor,bicicleta infantil nathor aro 12 charm,0.8962657477898328
26550479,tênis puma vikky plataform bdp feminino,tênis puma original urban vikky plataform bdp feminino,0.8961217654188213
35067062,tênis puma original urban vikky plataform bdp feminino,tênis puma vikky plataform bdp feminino,0.8961217654188213
45276898,tênis marrom tigor t. tigre outono/inverno novo original,tênis velcro tigor t. tigre outono/inverno novo original,0.8958211019418149
27046344,tênis velcro tigor t. tigre outono/inverno novo original,tênis marrom tigor t. tigre outono/inverno novo original,0.8958211019418149
9685104,tênis olympikus atomo marinho,tênis unissex olympikus atomo marinho,0.8957614934171136
24604271,tênis unissex olympikus atomo marinho,tênis olympikus atomo marinho,0.8957614934171136
36492063,tênis casual infantil menina pink cat,tênis casual infantil menina moda pink cat,0.8955253208768952
27875828,tênis casual infantil menina moda pink cat,tênis casual infantil menina pink cat,0.8955253208768952
37563542,tênis masculino filum euro jogger sport,tênis filum euro jogger masculino,0.8948674188804134
20542035,tênis filum euro jogger masculino,tênis masculino filum euro jogger sport,0.8948674188804134
14152405,tênis feminino puma smash v2,tênis couro puma smash v2 original,0.8948615571706853
24937204,tênis couro puma smash v2 original,tênis feminino puma smash v2,0.8948615571706853
14737770,tênis olympikus fourty masculino,tênis olympikus fourty masculino marinho,0.8944016936445498
15783179,tênis olympikus fourty masculino marinho,tênis olympikus fourty masculino,0.8944016936445498
30319448,sapatilha tênis ciclismo mtb speed bike azul,sapatilha ciclismo bike speed mtb bicicleta tênis,0.8941139690173174
6249451,sapatilha ciclismo bike speed mtb bicicleta tênis,sapatilha tênis ciclismo mtb speed bike azul,0.8941139690173174
44311163,tenis infantil feminino escolar menina escola envio expresso,tenis infantil feminino menina escolar envio expresso,0.8938551496544404
6973222,tenis infantil feminino menina escolar envio expresso,tenis infantil feminino escolar menina escola envio expresso,0.8938551496544404
30841360,tênis olympikus ultraleve feminino preto leve,tênis olympikus feminino ultraleve preto,0.893631021212431
17720537,tênis olympikus feminino ultraleve preto,tênis olympikus ultraleve feminino preto leve,0.893631021212431
33809717,tênis under armour charged stamen masculino original,tênis under armour charged stamen rosa feminino,0.8935210360370055
10262611,tênis under armour charged stamen rosa feminino,tênis under armour charged stamen masculino original,0.8935210360370055
41741158,tenis infantil tênis feminino promoção brinde bolsa c tênis,tenis infantil tênis feminino promoção brinde bolsa c envio,0.8933125136337762
15270007,tenis infantil tênis feminino promoção brinde bolsa c envio,tenis infantil tênis feminino promoção brinde bolsa c tênis,0.8933125136337762
44954028,ténis estilo all star cano alto masculino lona 02,ténis estilo all star cano baixo masculino lona 02,0.8929825386108909
36432155,ténis estilo all star cano baixo masculino lona 02,ténis estilo all star cano alto masculino lona 02,0.8929825386108909
25450601,tênis feminino olympikus flash 910,tenis flash/910 olympikus marinho,0.8926274956117599
32914798,tenis flash/910 olympikus marinho,tênis feminino olympikus flash 910,0.8926274956117599
44286116,tênis mizuno mirai 2 feminino corrida caminhada,tênis mizuno mirai 2 feminino treino corrida caminhada,0.8925456263852511
17727278,tênis mizuno mirai 2 feminino treino corrida caminhada,tênis mizuno mirai 2 feminino corrida caminhada,0.8925456263852511
11799340,tênis on running cloud azul/preto masculino,tênis on running cloud masculino preto branco,0.8920497757029393
11799341,tênis on running cloud azul/preto masculino,tênis on running cloud preto/ branco masculino,0.8920497757029393
8458619,tênis on running cloud preto/ branco masculino,tênis on running cloud azul/preto masculino,0.8920497757029393
16932669,tênis on running cloud masculino preto branco,tênis on running cloud azul/preto masculino,0.8920497757029393
4057977,tênis infantil masculino ortopé dna flex,tênis infantil ortopé baby dna flex,0.8918067449543539
43772686,tênis infantil ortopé baby dna flex,tênis infantil masculino ortopé dna flex,0.8918067449543539
33630959,tenis redley ir 10 original summer clássico,tênis redley ir 10 original clássico modelo summer rosa,0.8915773282270546
28143087,tênis redley ir 10 original clássico modelo summer rosa,tenis redley ir 10 original summer clássico,0.8915773282270546
29913128,sapatênis casual couro legítimo masculino promoção,sapatênis casual masculino couro legítimo promoção black,0.8906746116156762
14696353,sapatênis casual masculino couro legítimo promoção black,sapatênis casual couro legítimo masculino promoção,0.8906746116156762
9041590,tênis olympikus linear masculino,tênis masculino olympikus linear marinho,0.8903601959763878
15388816,tênis masculino olympikus linear marinho,tênis olympikus linear masculino,0.8903601959763878
31035530,air max 97,nike air max 97 original,0.8903383099414977
29960117,nike air max 97 original,air max 97,0.8903383099414977
22247230,tênis mizuno dynasty 3 original masculino corrida,tênis mizuno dynasty original,0.890182869582524
25291671,tênis mizuno dynasty original,tênis mizuno dynasty 3 original masculino corrida,0.890182869582524
21666074,tênis olympikus feminino anyway 2 cinza verde,tênis feminino olympikus anyway cinza,0.8901183513840439
20422670,tênis feminino olympikus anyway cinza,tênis olympikus feminino anyway 2 cinza verde,0.8901183513840439
7196466,kit 2 tênis casual masculino sapatênis sola costurada,kit 3 pares sapatênis tênis sola costurada masculino,0.8892840710145785
23366333,kit 3 pares sapatênis tênis sola costurada masculino,kit 2 tênis casual masculino sapatênis sola costurada,0.8892840710145785
2644610,tênis asics gel-shogun 3 feminino azul,tênis asics gel shogun 3 feminino azul+laranja,0.8888390690928178
15505272,tênis asics gel shogun 3 feminino azul+laranja,tênis asics gel-shogun 3 feminino azul,0.8888390690928178
12088876,bicicleta infantil aro 20 racing boy btwin,bicicleta btwin racing boy aro 20 usada,0.8884143567387431
37830935,bicicleta btwin racing boy aro 20 usada,bicicleta infantil aro 20 racing boy btwin,0.8884143567387431
43506488,tênis coca-cola blend leather preto vermelho,tênis coca-cola preto couro blend leather original,0.8882697147102815
36175604,tênis coca-cola preto couro blend leather original,tênis coca-cola blend leather preto vermelho,0.8882697147102815
38253227,tênis smash casual fashion maria paula pink cinza,tênis smash feminino maria paula cinza pink,0.8876115879379027
26160359,tênis smash feminino maria paula cinza pink,tênis smash casual fashion maria paula pink cinza,0.8876115879379027
28571269,tv 50 tcl,tv tcl 50 polegadas,0.8873599590131559
35381957,tv tcl 50 polegadas,tv 50 tcl,0.8873599590131559
6777088,melissa ulitsa sneaker branco bege,tênis melissa ulitsa sneaker verde/bege,0.8873208871554034
36843003,tênis melissa ulitsa sneaker verde/bege,melissa ulitsa sneaker branco bege,0.8873208871554034
559978,kit 2 tenis feminino academia original corrida caminhada,kit 2 tênis masculino academia corrida caminhada original,0.8873174040545235
10092282,kit 2 tênis masculino academia corrida caminhada original,kit 2 tenis feminino academia original corrida caminhada,0.8873174040545235
24393200,tênis infantil puma,tênis puma,0.8872643680319707
17999729,tênis puma,tênis infantil puma,0.8872643680319707
37213498,tenis infantil feminino escolar menina escola c plataforma,tenis infantil feminino escolar menina escola h original,0.8871704839856959
6932985,tenis infantil feminino escolar menina escola d original,tenis infantil feminino escolar menina escola c plataforma,0.8871704839856959
41582714,tenis infantil feminino escolar menina escola h original,tenis infantil feminino escolar menina escola c plataforma,0.8871704839856959
37213499,tenis infantil feminino escolar menina escola c plataforma,tenis infantil feminino escolar menina escola d original,0.8871704839856959
17116654,tênis olympikus saga feminino,tênis olympikus saga feminino marinho,0.8868019429126915
17116655,tênis olympikus saga feminino,tênis olympikus saga feminino marinho,0.8868019429126915
3989138,tênis olympikus saga feminino marinho,tênis olympikus saga feminino,0.8868019429126915
24019072,tênis olympikus saga feminino marinho,tênis olympikus saga feminino,0.8868019429126915
23098086,tênis old star cano curto branco couro,tênis old star unissex cano curto branco,0.8867420196697172
17244153,tênis old star unissex cano curto branco,tênis old star cano curto branco couro,0.8867420196697172
6436546,tenis masculino feminino caterpillar adventure couro macio,tenis masculino caterpillar adventure couro,0.8867347465032362
39463606,tenis masculino caterpillar adventure couro,tenis masculino feminino caterpillar adventure couro macio,0.8867347465032362
29371845,tênis filum euro jogger sport feminino cinza corrida,tênis filum euro jogger sport cinza marinho,0.8866329185428082
27351789,tênis filum euro jogger sport cinza marinho,tênis filum euro jogger sport feminino cinza corrida,0.8866329185428082
2859734,sapatenis masculino polo joy tenis carteira cinto,tenis masculino casual polo joy kit cinto carteira,0.8866100696483761
35545747,tenis masculino casual polo joy kit cinto carteira,sapatenis masculino polo joy tenis carteira cinto,0.8866100696483761
40053634,novopé tênis infantil preto calce fácil meninas 361n204,tênis infantil novopé calce fácil feminino 361n204,0.8852522722899178
11598398,tênis infantil novopé calce fácil feminino 361n204,novopé tênis infantil preto calce fácil meninas 361n204,0.8852522722899178
27248863,tenis feminino olympikus anyway,tênis olympikus feminino anyway original,0.8851206301249575
15165085,tênis olympikus feminino anyway original,tenis feminino olympikus anyway,0.8851206301249575
30079121,tênis branco ouro,tênis ouro,0.8850913683969095
34646574,tênis ouro,tênis branco ouro,0.8850913683969095
41646133,tênis flatform zariff couro,tênis zariff flatform casual,0.8849697287150923
9177935,tênis zariff flatform casual,tênis flatform zariff couro,0.8849697287150923
41720283,tênis mizuno wave prophecy x original,tenis mizuno wave prophecy x azul original,0.884962336342161
22980442,tenis mizuno wave prophecy x azul original,tênis mizuno wave prophecy x original,0.884962336342161
2516006,bicicleta aro 29 dropp rs1 pro 27v hidra trava vermelho 15,bicicleta aro 29 dropp rs1 pro 27v fr hidra trava rosa 15,0.8848231750155906
34784967,bicicleta aro 29 dropp rs1 pro 27v fr hidra trava rosa 15,bicicleta aro 29 dropp rs1 pro 27v hidra trava vermelho 15,0.8848231750155906
23639095,tênis olympikus starter feminino original,tênis olympikus starter masculino,0.8847565552482148
23735295,tênis olympikus starter masculino,tênis olympikus starter feminino original,0.8847565552482148
36311605,tênis puma bmw mm future kart cat masculino,tênis puma bmw mm kart cat i i i original- masculino,0.8846931771182431
8113140,tênis puma bmw mm kart cat i i i original- masculino,tênis puma bmw mm future kart cat masculino,0.8846931771182431
18214499,tênis asics gel quantum 360 6,tênis asics gel quantum 360 6 masculino preto dourado,0.8844816674638297
12467334,tênis asics gel quantum 360 6 masculino preto dourado,tênis asics gel quantum 360 6,0.8844816674638297
7510293,tênis olympikus masculino proof 233 marinho/dourado,tênis olympikus masculino proof 233 preto dourado academia,0.884159881779328
20762629,tênis olympikus masculino proof 233 preto dourado academia,tênis olympikus masculino proof 233 marinho/dourado,0.884159881779328
37180108,tênis new balance fuelcell propel v2 new original nfe,tênis new balance masculino fuelcell propel v2,0.8836617803731847
17203935,tênis new balance masculino fuelcell propel v2,tênis new balance fuelcell propel v2 new original nfe,0.8836617803731847
27246531,tenis dg g3 porto branco deg verde limao gold,tenis dg g3 porto branco deg verde limao shoe,0.8834327770653324
25676203,tenis dg g3 porto branco deg verde limao shoe,tenis dg g3 porto branco deg verde limao gold,0.8834327770653324
30037255,tênis versace roxo flex,tênis versace roxo flex prata,0.8834115749844972
12987099,tênis versace roxo flex prata,tênis versace roxo flex,0.8834115749844972
18284726,tênis kolosh c1301 thurso black,tênis casual feminino kolosh thurso preto c1301,0.8833913317715231
12970123,tênis casual feminino kolosh thurso preto c1301,tênis kolosh c1301 thurso black,0.8833913317715231
